"","Mature1_Acc","Mature1","goTerm"
"1632","MIMAT0004978","hsa-miR-935","GO:1903231"
"1633","MIMAT0004978","hsa-miR-935","GO:0032711"
"1634","MIMAT0004978","hsa-miR-935","GO:0035195"
"1635","MIMAT0005880","hsa-miR-1290","GO:0008284"
"1636","MIMAT0005880","hsa-miR-1290","GO:0030335"
"1637","MIMAT0005880","hsa-miR-1290","GO:0070062"
"1638","MIMAT0005911","hsa-miR-1260a","GO:0070062"
"1639","MIMAT0005919","hsa-miR-548o-3p","GO:0005615"
"1640","MIMAT0005934","hsa-miR-548p","GO:1903231"
"1641","MIMAT0005934","hsa-miR-548p","GO:0010868"
"1642","MIMAT0005934","hsa-miR-548p","GO:0035195"
"1643","MIMAT0005934","hsa-miR-548p","GO:0045541"
"1644","MIMAT0005934","hsa-miR-548p","GO:0045717"
"1645","MIMAT0022726","hsa-miR-1306-5p","GO:0005615"
"1646","MIMAT0022727","hsa-miR-1307-5p","GO:0005615"
"1647","MIMAT0006764","hsa-miR-320d","GO:1903561"
"1648","MIMAT0007881","hsa-miR-1908-5p","GO:1900222"
"1649","MIMAT0007881","hsa-miR-1908-5p","GO:0003730"
"1650","MIMAT0007881","hsa-miR-1908-5p","GO:1903231"
"1651","MIMAT0007881","hsa-miR-1908-5p","GO:0010595"
"1652","MIMAT0007881","hsa-miR-1908-5p","GO:0035195"
"1653","MIMAT0007881","hsa-miR-1908-5p","GO:0045766"
"1654","MIMAT0007881","hsa-miR-1908-5p","GO:1903561"
"1655","MIMAT0009448","hsa-miR-1973","GO:1903561"
"1656","MIMAT0015030","hsa-miR-3156-5p","GO:0070062"
"1657","MIMAT0019214","hsa-miR-3173-5p","GO:0005615"
"1658","MIMAT0015072","hsa-miR-320e","GO:1903561"
"1659","MIMAT0016847","hsa-miR-378c","GO:1903561"
"1660","MIMAT0016876","hsa-miR-4324","GO:1903561"
"1661","MIMAT0016895","hsa-miR-2355-5p","GO:1903231"
"1662","MIMAT0016895","hsa-miR-2355-5p","GO:0035195"
"1663","MIMAT0016895","hsa-miR-2355-5p","GO:0090051"
"1664","MIMAT0016895","hsa-miR-2355-5p","GO:1903588"
"1665","MIMAT0016916","hsa-miR-4286","GO:0005615"
"1666","MIMAT0017994","hsa-miR-3615","GO:0005615"
"1667","MIMAT0018104","hsa-miR-3679-5p","GO:0070062"
"1668","MIMAT0018104","hsa-miR-3679-5p","GO:1903561"
"1669","MIMAT0018183","hsa-miR-3909","GO:1903231"
"1670","MIMAT0018183","hsa-miR-3909","GO:0035195"
"1671","MIMAT0018183","hsa-miR-3909","GO:0050728"
"1672","MIMAT0018925","hsa-miR-1268b","GO:0070062"
"1673","MIMAT0018927","hsa-miR-378e","GO:1903561"
"1674","MIMAT0019003","hsa-miR-4476","GO:1903561"
"1675","MIMAT0019018","hsa-miR-4484","GO:0070062"
"1676","MIMAT0019018","hsa-miR-4484","GO:1903561"
"1677","MIMAT0019041","hsa-miR-4505","GO:0070062"
"1678","MIMAT0019041","hsa-miR-4505","GO:1903561"
"1679","MIMAT0019045","hsa-miR-4508","GO:0005615"
"1680","MIMAT0019053","hsa-miR-4516","GO:0070062"
"1681","MIMAT0019074","hsa-miR-378i","GO:1903561"
"1682","MIMAT0019855","hsa-miR-4732-5p","GO:0005615"
"1683","MIMAT0019871","hsa-miR-4741","GO:1903561"
"1684","MIMAT0019885","hsa-miR-4749-5p","GO:1903561"
"1685","MIMAT0019956","hsa-miR-4787-5p","GO:1903561"
"1686","MIMAT0021043","hsa-miR-5010-5p","GO:0005615"
"1687","MIMAT0021120","hsa-miR-5189-5p","GO:0005615"
"1688","MIMAT0024598","hsa-miR-6125","GO:0070062"
